fecha,currency,quarterly,yearly,ticker
2004-12-31,EUR,"{'totalRevenue': 2918056000.0, 'costOfRevenue': None, 'grossProfit': 2918056000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 179252000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 169969000.0, 'taxProvision': None, 'incomeTaxExpense': 30280000.0, 'extraordinaryItems': None, 'minorityInterest': 12404000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}","{'totalRevenue': 10960656000.0, 'costOfRevenue': 6171357000.0, 'grossProfit': 4789299000.0, 'totalOperatingExpenses': 4075243000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 2035142000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 10246600000.0, 'operatingIncome': 710995000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -90587000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 623469000.0, 'taxProvision': None, 'incomeTaxExpense': 145980000.0, 'extraordinaryItems': None, 'minorityInterest': 17104000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 460385000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 460385000.0, 'ebit': 828586000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 460385000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",ACS.MC
2005-03-31,EUR,"{'totalRevenue': 2792800000.0, 'costOfRevenue': 1859700000.0, 'grossProfit': 933100000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 701400000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 170600000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 162400000.0, 'taxProvision': None, 'incomeTaxExpense': 44400000.0, 'extraordinaryItems': None, 'minorityInterest': 4600000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ACS.MC
2005-06-30,EUR,"{'totalRevenue': 3111600000.0, 'costOfRevenue': 2126400000.0, 'grossProfit': 985200000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 715400000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 206900000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 205200000.0, 'taxProvision': None, 'incomeTaxExpense': 40900000.0, 'extraordinaryItems': None, 'minorityInterest': 5200000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ACS.MC
2005-09-30,EUR,"{'totalRevenue': 3276100000.0, 'costOfRevenue': 2263400000.0, 'grossProfit': 1012700000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 728500000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 218900000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 230500000.0, 'taxProvision': None, 'incomeTaxExpense': 56100000.0, 'extraordinaryItems': None, 'minorityInterest': 6600000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ACS.MC
2005-12-31,EUR,"{'totalRevenue': 3381031000.0, 'costOfRevenue': 969683000.0, 'grossProfit': 2411348000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 737568000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 221026000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 206207000.0, 'taxProvision': None, 'incomeTaxExpense': 29927000.0, 'extraordinaryItems': None, 'minorityInterest': 7923000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}","{'totalRevenue': 12113886000.0, 'costOfRevenue': 7218614000.0, 'grossProfit': 4895272000.0, 'totalOperatingExpenses': 4077846000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 2882868000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 11296460000.0, 'operatingIncome': 817426000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -13119000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 804307000.0, 'taxProvision': None, 'incomeTaxExpense': 171327000.0, 'extraordinaryItems': None, 'minorityInterest': 24323000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 608657000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 608657000.0, 'ebit': 993386000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 608657000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",ACS.MC
2006-03-31,EUR,"{'totalRevenue': 3318200000.0, 'costOfRevenue': 2250900000.0, 'grossProfit': 1067300000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 786900000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 211500000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 211100000.0, 'taxProvision': None, 'incomeTaxExpense': 48800000.0, 'extraordinaryItems': None, 'minorityInterest': 4100000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ACS.MC
2006-06-30,EUR,"{'totalRevenue': 3764100000.0, 'costOfRevenue': 2613900000.0, 'grossProfit': 1150200000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 832800000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 238600000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 270700000.0, 'taxProvision': None, 'incomeTaxExpense': 47500000.0, 'extraordinaryItems': None, 'minorityInterest': 5400000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ACS.MC
2006-09-30,EUR,"{'totalRevenue': 3867000000.0, 'costOfRevenue': 2753800000.0, 'grossProfit': 1113200000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 781900000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 260500000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 302500000.0, 'taxProvision': None, 'incomeTaxExpense': 68500000.0, 'extraordinaryItems': None, 'minorityInterest': 2500000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ACS.MC
2006-12-31,EUR,"{'totalRevenue': 3861141000.0, 'costOfRevenue': 1074272000.0, 'grossProfit': 2786869000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 827679000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 260995000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 860076000.0, 'taxProvision': None, 'incomeTaxExpense': 206164000.0, 'extraordinaryItems': None, 'minorityInterest': 11324000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}","{'totalRevenue': 14067171000.0, 'costOfRevenue': 8692869000.0, 'grossProfit': 5374302000.0, 'totalOperatingExpenses': 4402707000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 3229279000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 13095576000.0, 'operatingIncome': 971595000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 672781000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 1644376000.0, 'taxProvision': None, 'incomeTaxExpense': 370964000.0, 'extraordinaryItems': None, 'minorityInterest': 23324000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 1250088000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 1250088000.0, 'ebit': 1484273000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 1250088000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",ACS.MC
2007-03-31,EUR,"{'totalRevenue': 5294700000.0, 'costOfRevenue': 3443600000.0, 'grossProfit': 1851100000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 989500000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 600700000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 639200000.0, 'taxProvision': None, 'incomeTaxExpense': 74700000.0, 'extraordinaryItems': 2100000.0, 'minorityInterest': 197500000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ACS.MC
2007-06-30,EUR,"{'totalRevenue': 5570724000.0, 'costOfRevenue': 2531374000.0, 'grossProfit': 3039350000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 1024337000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 590154000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 480466000.0, 'taxProvision': None, 'incomeTaxExpense': 142927000.0, 'extraordinaryItems': 422061000.0, 'minorityInterest': 118455000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ACS.MC
2007-09-30,EUR,"{'totalRevenue': 7008236000.0, 'costOfRevenue': 5140026000.0, 'grossProfit': 1868210000.0, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': 992463000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': None, 'operatingIncome': 630446000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 502234000.0, 'taxProvision': None, 'incomeTaxExpense': 126273000.0, 'extraordinaryItems': 39000.0, 'minorityInterest': 121245000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': None, 'ebit': None, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': None, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ACS.MC
